index	word	sent	sent_pos	story	story_pos
8738	to	374	19	8	322
8739	have	374	20	8	323
8740	had	374	21	8	324
8741	,	374	22	8	324
8742	a	374	23	8	325
8743	connection	374	24	8	326
8744	with	374	25	8	327
8745	the	374	26	8	328
8746	events	374	27	8	329
8747	at	374	28	8	330
8748	Roswell	374	29	8	331
8749	in	374	30	8	332
8750	nineteen	374	31	8	333
8751	forty-seven	374	32	8	334
8752	.	374	33	8	334
8753	Additionally	375	0	8	335
8754	,	375	1	8	335
8755	hundreds	375	2	8	336
8756	of	375	3	8	337
8757	documents	375	4	8	338
8758	were	375	5	8	339
8759	obtained	375	6	8	340
8760	by	375	7	8	341
8761	Freedom	375	8	8	342
8762	of	375	9	8	343
8763	Information	375	10	8	344
8764	Act	375	11	8	345
8765	requests	375	12	8	346
8766	,	375	13	8	346
8767	as	375	14	8	347
8768	were	375	15	8	348
8769	some	375	16	8	349
8770	that	375	17	8	350
8771	insiders	375	18	8	351
8772	apparently	375	19	8	352
8773	leaked	375	20	8	353
8774	.	375	21	8	353
8775	Their	376	0	8	354
8776	conclusions	376	1	8	355
8777	were	376	2	8	356
8778	that	376	3	8	357
8779	at	376	4	8	358
8780	least	376	5	8	359
8781	one	376	6	8	360
8782	alien	376	7	8	361
8783	craft	376	8	8	362
8784	had	376	9	8	363
8785	crashed	376	10	8	364
8786	in	376	11	8	365
8787	the	376	12	8	366
8788	Roswell	376	13	8	367
8789	vicinity	376	14	8	368
8790	,	376	15	8	368
8791	that	376	16	8	369
8792	aliens	376	17	8	370
8793	,	376	18	8	370
8794	some	376	19	8	371
8795	possibly	376	20	8	372
8796	still	376	21	8	373
8797	alive	376	22	8	374
8798	,	376	23	8	374
8799	were	376	24	8	375
8800	recovered	376	25	8	376
8801	,	376	26	8	376
8802	and	376	27	8	377
8803	that	376	28	8	378
8804	a	376	29	8	379
8805	massive	376	30	8	380
8806	cover-up	376	31	8	381
8807	of	376	32	8	382
8808	any	376	33	8	383
8809	knowledge	376	34	8	384
8810	of	376	35	8	385
8811	the	376	36	8	386
8812	incident	376	37	8	387
8813	was	376	38	8	388
8814	put	376	39	8	389
8815	in	376	40	8	390
8816	place	376	41	8	391
8817	.	376	42	8	391
8818	Numerous	377	0	8	392
8819	books	377	1	8	393
8820	,	377	2	8	393
8821	articles	377	3	8	394
8822	,	377	4	8	394
8823	television	377	5	8	395
8824	specials	377	6	8	396
8825	and	377	7	8	397
8826	even	377	8	8	398
8827	a	377	9	8	399
8828	made-for-TV	377	10	8	400
8829	movie	377	11	8	401
8830	brought	377	12	8	402
8831	the	377	13	8	403
8832	nineteen	377	14	8	404
8833	forty-seven	377	15	8	405
8834	incident	377	16	8	406
8835	fame	377	17	8	407
8836	and	377	18	8	408
8837	notoriety	377	19	8	409
8838	,	377	20	8	409
8839	so	377	21	8	410
8840	that	377	22	8	411
8841	by	377	23	8	412
8842	the	377	24	8	413
8843	mid	377	25	8	414
8844	nineteen	377	26	8	415
8845	nineties	377	27	8	416
8846	,	377	28	8	416
8847	strong	377	29	8	417
8848	majorities	377	30	8	418
8849	in	377	31	8	419
8850	polls	377	32	8	420
8851	,	377	33	8	420
8852	such	377	34	8	421
8853	as	377	35	8	422
8854	a	377	36	8	423
8855	nineteen	377	37	8	424
8856	ninety-seven	377	38	8	425
8857	CNN	377	39	8	426
8858	Time	377	40	8	427
8859	poll	377	41	8	428
8860	,	377	42	8	428
8861	believed	377	43	8	429
8862	that	377	44	8	430
8863	aliens	377	45	8	431
8864	had	377	46	8	432
8865	visited	377	47	8	433
8866	earth	377	48	8	434
8867	and	377	49	8	435
8868	specifically	377	50	8	436
8869	that	377	51	8	437
8870	aliens	377	52	8	438
8871	had	377	53	8	439
8872	landed	377	54	8	440
8873	at	377	55	8	441
8874	Roswell	377	56	8	442
8875	and	377	57	8	443
8876	the	377	58	8	444
8877	government	377	59	8	445
8878	was	377	60	8	446
8879	covering	377	61	8	447
8880	up	377	62	8	448
8881	the	377	63	8	449
8882	fact	377	64	8	450
8883	.	377	65	8	450
8884	During	378	0	8	451
8885	the	378	1	8	452
8886	nineteen	378	2	8	453
8887	eighties	378	3	8	454
8888	and	378	4	8	455
8889	nineteen	378	5	8	456
8890	nineties	378	6	8	457
8891	,	378	7	8	457
8892	a	378	8	8	458
8893	new	378	9	8	459
8894	narrative	378	10	8	460
8895	emerged	378	11	8	461
8896	which	378	12	8	462
8897	was	378	13	8	463
8898	at	378	14	8	464
8899	strong	378	15	8	465
8900	odds	378	16	8	466
8901	with	378	17	8	467
8902	what	378	18	8	468
8903	was	378	19	8	469
8904	reported	378	20	8	470
8905	in	378	21	8	471
8906	nineteen	378	22	8	472
8907	forty-seven	378	23	8	473
8908	.	378	24	8	473
8909	This	379	0	8	474
8910	narrative	379	1	8	475
8911	evolved	379	2	8	476
8912	over	379	3	8	477
8913	the	379	4	8	478
8914	years	379	5	8	479
8915	from	379	6	8	480
8916	the	379	7	8	481
8917	time	379	8	8	482
8918	the	379	9	8	483
8919	first	379	10	8	484
8920	book	379	11	8	485
8921	on	379	12	8	486
8922	Roswell	379	13	8	487
8923	was	379	14	8	488
8924	published	379	15	8	489
8925	in	379	16	8	490
8926	nineteen	379	17	8	491
8927	eighty	379	18	8	492
8928	,	379	19	8	492
8929	as	379	20	8	493
8930	many	379	21	8	494
8931	new	379	22	8	495
8932	witnesses	379	23	8	496
8933	and	379	24	8	497
8934	accounts	379	25	8	498
8935	emerged	379	26	8	499
8936	,	379	27	8	499
8937	drawn	379	28	8	500
8938	out	379	29	8	501
8939	in	379	30	8	502
8940	part	379	31	8	503
8941	by	379	32	8	504
8942	the	379	33	8	505
8943	publicity	379	34	8	506
8944	on	379	35	8	507
8945	the	379	36	8	508
8946	incident	379	37	8	509
8947	.	379	38	8	509
8948	Of	380	0	8	510
8949	the	380	1	8	511
8950	hundreds	380	2	8	512
8951	of	380	3	8	513
8952	witnesses	380	4	8	514
8953	that	380	5	8	515
8954	the	380	6	8	516
8955	various	380	7	8	517
8956	researchers	380	8	8	518
8957	interviewed	380	9	8	519
8958	,	380	10	8	519
8959	a	380	11	8	520
8960	seemingly	380	12	8	521
8961	impressive	380	13	8	522
8962	figure	380	14	8	523
8963	,	380	15	8	523
8964	a	380	16	8	524
8965	comparable	380	17	8	525
8966	few	380	18	8	526
8967	were	380	19	8	527
8968	true	380	20	8	528
8969	'	380	21	8	529
8970	witnesses	380	22	8	529
8971	'	380	23	8	529
8972	who	380	24	8	530
8973	claimed	380	25	8	531
8974	to	380	26	8	532
8975	have	380	27	8	533
8976	actually	380	28	8	534
8977	seen	380	29	8	535
8978	debris	380	30	8	536
8979	or	380	31	8	537
8980	aliens	380	32	8	538
8981	.	380	33	8	538
8982	Most	381	0	8	539
8983	of	381	1	8	540
8984	these	381	2	8	541
8985	so-called	381	3	8	542
8986	witnesses	381	4	8	543
8987	were	381	5	8	544
8988	repeating	381	6	8	545
8989	the	381	7	8	546
8990	claims	381	8	8	547
8991	of	381	9	8	548
8992	others	381	10	8	549
8993	,	381	11	8	549
8994	and	381	12	8	550
8995	their	381	13	8	551
8996	testimony	381	14	8	552
8997	would	381	15	8	553
8998	be	381	16	8	554
8999	inadmissible	381	17	8	555
9000	hearsay	381	18	8	556
9001	in	381	19	8	557
9002	an	381	20	8	558
9003	American	381	21	8	559
9004	court	381	22	8	560
9005	.	381	23	8	560
9006	As	382	0	8	561
9007	for	382	1	8	562
9008	the	382	2	8	563
9009	several	382	3	8	564
9010	accounts	382	4	8	565
9011	from	382	5	8	566
9012	those	382	6	8	567
9013	who	382	7	8	568
9014	claimed	382	8	8	569
9015	to	382	9	8	570
9016	have	382	10	8	571
9017	seen	382	11	8	572
9018	aliens	382	12	8	573
9019	,	382	13	8	573
9020	critics	382	14	8	574
9021	identified	382	15	8	575
9022	a	382	16	8	576
9023	variety	382	17	8	577
9024	of	382	18	8	578
9025	problems	382	19	8	579
9026	with	382	20	8	580
9027	them	382	21	8	581
9028	.	382	22	8	581
9029	These	383	0	8	582
9030	problems	383	1	8	583
9031	ranged	383	2	8	584
9032	from	383	3	8	585
9033	the	383	4	8	586
9034	reliability	383	5	8	587
9035	of	383	6	8	588
9036	second-hand	383	7	8	589
9037	accounts	383	8	8	590
9038	,	383	9	8	590
9039	to	383	10	8	591
9040	serious	383	11	8	592
9041	credibility	383	12	8	593
9042	problems	383	13	8	594
9043	with	383	14	8	595
9044	witnesses	383	15	8	596
9045	making	383	16	8	597
9046	demonstrably	383	17	8	598
9047	false	383	18	8	599
9048	or	383	19	8	600
9049	internally-inconsistent	383	20	8	601
9050	claims	383	21	8	602
9051	,	383	22	8	602
9052	to	383	23	8	603
9053	dubious	383	24	8	604
9054	death-bed	383	25	8	605
9055	'	383	26	8	606
9056	confessions	383	27	8	606
9057	'	383	28	8	606
9058	or	383	29	8	607
9059	accounts	383	30	8	608
9060	from	383	31	8	609
9061	elderly	383	32	8	610
9062	or	383	33	8	611
9063	easily	383	34	8	612
9064	confused	383	35	8	613
9065	witnesses	383	36	8	614
9066	.	383	37	8	614
9067	A	384	0	8	615
9068	basic	384	1	8	616
9069	problem	384	2	8	617
9070	with	384	3	8	618
9071	all	384	4	8	619
9072	the	384	5	8	620
9073	witness	384	6	8	621
9074	accounts	384	7	8	622
9075	,	384	8	8	622
9076	according	384	9	8	623
9077	to	384	10	8	624
9078	the	384	11	8	625
9079	critics	384	12	8	626
9080	,	384	13	8	626
9081	is	384	14	8	627
9082	that	384	15	8	628
9083	they	384	16	8	629
9084	all	384	17	8	630
9085	came	384	18	8	631
9086	a	384	19	8	632
9087	minimum	384	20	8	633
9088	of	384	21	8	634
9089	thirty-one	384	22	8	635
9090	years	384	23	8	636
9091	after	384	24	8	637
9092	the	384	25	8	638
9093	events	384	26	8	639
9094	in	384	27	8	640
9095	question	384	28	8	641
9096	,	384	29	8	641
9097	and	384	30	8	642
9098	in	384	31	8	643
9099	many	384	32	8	644
9100	cases	384	33	8	645
9101	were	384	34	8	646
9102	recounted	384	35	8	647
9103	more	384	36	8	648
9104	than	384	37	8	649
9105	forty	384	38	8	650
9106	years	384	39	8	651
9107	after	384	40	8	652
9108	the	384	41	8	653
9109	fact	384	42	8	654
9110	.	384	43	8	654
9111	Not	385	0	8	655
9112	only	385	1	8	656
9113	are	385	2	8	657
9114	memories	385	3	8	658
9115	this	385	4	8	659
9116	old	385	5	8	660
9117	of	385	6	8	661
9118	dubious	385	7	8	662
9119	reliability	385	8	8	663
9120	,	385	9	8	663
9121	they	385	10	8	664
9122	were	385	11	8	665
9123	also	385	12	8	666
9124	subject	385	13	8	667
9125	to	385	14	8	668
9126	contamination	385	15	8	669
9127	from	385	16	8	670
9128	other	385	17	8	671
9129	accounts	385	18	8	672
9130	the	385	19	8	673
9131	witnesses	385	20	8	674
9132	may	385	21	8	675
9133	have	385	22	8	676
9134	been	385	23	8	677
9135	exposed	385	24	8	678
9136	to	385	25	8	679
9137	.	385	26	8	679
9138	Though	386	0	8	680
9139	there	386	1	8	681
9140	had	386	2	8	682
9141	always	386	3	8	683
9142	been	386	4	8	684
9143	skeptics	386	5	8	685
9144	who	386	6	8	686
9145	had	386	7	8	687
9146	many	386	8	8	688
9147	objections	386	9	8	689
9148	to	386	10	8	690
9149	the	386	11	8	691
9150	plausibility	386	12	8	692
9151	of	386	13	8	693
9152	these	386	14	8	694
9153	accounts	386	15	8	695
9154	,	386	16	8	695
9155	it	386	17	8	696
9156	was	386	18	8	697
9157	not	386	19	8	698
9158	until	386	20	8	699
9159	the	386	21	8	700
9160	mid	386	22	8	701
9161	nineteen	386	23	8	702
9162	nineties	386	24	8	703
9163	that	386	25	8	704
9164	a	386	26	8	705
9165	strong	386	27	8	706
9166	counter-argument	386	28	8	707
9167	to	386	29	8	708
9168	the	386	30	8	709
9169	presence	386	31	8	710
9170	of	386	32	8	711
9171	aliens	386	33	8	712
9172	was	386	34	8	713
9173	widely	386	35	8	714
9174	publicized	386	36	8	715
9175	.	386	37	8	715
9176	The	387	0	8	716
9177	General	387	1	8	717
9178	Accounting	387	2	8	718
9179	Office	387	3	8	719
9180	launched	387	4	8	720
9181	an	387	5	8	721
9182	inquiry	387	6	8	722
9183	and	387	7	8	723
9184	directed	387	8	8	724
9185	the	387	9	8	725
9186	Office	387	10	8	726
9187	of	387	11	8	727
9188	the	387	12	8	728
9189	Secretary	387	13	8	729
9190	of	387	14	8	730
9191	the	387	15	8	731
9192	Air	387	16	8	732
9193	Force	387	17	8	733
9194	to	387	18	8	734
9195	conduct	387	19	8	735
9196	an	387	20	8	736
9197	internal	387	21	8	737
9198	investigation	387	22	8	738
9199	.	387	23	8	738
9200	The	388	0	8	739
9201	result	388	1	8	740
9202	was	388	2	8	741
9203	summarized	388	3	8	742
9204	in	388	4	8	743
9205	two	388	5	8	744
9206	reports	388	6	8	745
9207	.	388	7	8	745
9208	The	389	0	8	746
9209	first	389	1	8	747
9210	,	389	2	8	747
9211	released	389	3	8	748
9212	in	389	4	8	749
9213	nineteen	389	5	8	750
9214	ninety-five	389	6	8	751
9215	,	389	7	8	751
9216	concluded	389	8	8	752
9217	that	389	9	8	753
9218	the	389	10	8	754
9219	reported	389	11	8	755
9220	recovered	389	12	8	756
9221	material	389	13	8	757
9222	in	389	14	8	758
9223	nineteen	389	15	8	759
9224	forty-seven	389	16	8	760
9225	was	389	17	8	761
9226	likely	389	18	8	762
9227	debris	389	19	8	763
9228	from	389	20	8	764
9229	a	389	21	8	765
9230	secret	389	22	8	766
9231	government	389	23	8	767
9232	program	389	24	8	768
9233	called	389	25	8	769
9234	Project	389	26	8	770
9235	Mogul	389	27	8	771
9236	,	389	28	8	771
9237	which	389	29	8	772
9238	involved	389	30	8	773
9239	high	389	31	8	774
9240	altitude	389	32	8	775
9241	balloons	389	33	8	776
9242	meant	389	34	8	777
9243	to	389	35	8	778
9244	detect	389	36	8	779
9245	sound	389	37	8	780
9246	waves	389	38	8	781
9247	generated	389	39	8	782
9248	by	389	40	8	783
9249	Soviet	389	41	8	784
9250	atomic	389	42	8	785
9251	bomb	389	43	8	786
9252	tests	389	44	8	787
9253	and	389	45	8	788
9254	ballistic	389	46	8	789
9255	missiles	389	47	8	790
9256	.	389	48	8	790
9257	The	390	0	8	791
9258	second	390	1	8	792
9259	report	390	2	8	793
9260	,	390	3	8	793
9261	released	390	4	8	794
9262	two	390	5	8	795
9263	years	390	6	8	796
9264	later	390	7	8	797
9265	,	390	8	8	797
9266	in	390	9	8	798
9267	nineteen	390	10	8	799
9268	ninety-seven	390	11	8	800
9269	,	390	12	8	800
9270	concluded	390	13	8	801
9271	that	390	14	8	802
9272	reports	390	15	8	803
9273	of	390	16	8	804
9274	recovered	390	17	8	805
9275	alien	390	18	8	806
9276	bodies	390	19	8	807
9277	were	390	20	8	808
9278	likely	390	21	8	809
9279	a	390	22	8	810
9280	combination	390	23	8	811
9281	of	390	24	8	812
9282	innocently	390	25	8	813
9283	transformed	390	26	8	814
9284	memories	390	27	8	815
9285	of	390	28	8	816
9286	military	390	29	8	817
9287	accidents	390	30	8	818
9288	involving	390	31	8	819
9289	injured	390	32	8	820
9290	or	390	33	8	821
9291	killed	390	34	8	822
9292	personnel	390	35	8	823
9293	,	390	36	8	823
9294	innocently	390	37	8	824
9295	transformed	390	38	8	825
9296	memories	390	39	8	826
9297	of	390	40	8	827
9298	the	390	41	8	828
9299	recovery	390	42	8	829
9300	of	390	43	8	830
9301	anthropomorphic	390	44	8	831
9302	dummies	390	45	8	832
9303	in	390	46	8	833
9304	military	390	47	8	834
9305	programs	390	48	8	835
9306	US	390	49	8	836
9307	conducted	390	50	8	837
9308	in	390	51	8	838
9309	the	390	52	8	839
9310	nineteen	390	53	8	840
9311	fifties	390	54	8	841
9312	,	390	55	8	841
9313	and	390	56	8	842
9314	hoaxes	390	57	8	843
9315	that	390	58	8	844
9316	various	390	59	8	845
9317	witnesses	390	60	8	846
9318	and	390	61	8	847
9319	UFO	390	62	8	848
9320	proponents	390	63	8	849
9321	perpetrated	390	64	8	850
9322	.	390	65	8	850
9323	The	391	0	8	851
9324	psychological	391	1	8	852
9325	effects	391	2	8	853
9326	of	391	3	8	854
9327	time	391	4	8	855
9328	compression	391	5	8	856
9329	and	391	6	8	857
9330	confusion	391	7	8	858
9331	about	391	8	8	859
9332	when	391	9	8	860
9333	events	391	10	8	861
9334	occurred	391	11	8	862
9335	explained	391	12	8	863
9336	the	391	13	8	864
9337	discrepancy	391	14	8	865
9338	with	391	15	8	866
9339	the	391	16	8	867
9340	years	391	17	8	868
9341	in	391	18	8	869
9342	question	391	19	8	870
9343	.	391	20	8	870
9344	In	392	0	8	871
9345	January	392	1	8	872
9346	nineteen	392	2	8	873
9347	ninety-seven	392	3	8	874
9348	,	392	4	8	874
9349	Karl	392	5	8	875
9350	Pflock	392	6	8	876
9351	,	392	7	8	876
9352	one	392	8	8	877
9353	of	392	9	8	878
9354	the	392	10	8	879
9355	more	392	11	8	880
9356	prominent	392	12	8	881
9357	pro-UFO	392	13	8	882
9358	researchers	392	14	8	883
9359	,	392	15	8	883
9360	said	392	16	8	884
9361	,	392	17	8	884
9362	'	392	18	8	885
9363	Based	392	19	8	885
9364	on	392	20	8	886
9365	my	392	21	8	887
9366	research	392	22	8	888
9367	and	392	23	8	889
9368	that	392	24	8	890
9369	of	392	25	8	891
9370	others	392	26	8	892
9371	,	392	27	8	892
9372	I	392	28	8	893
9373	'm	392	29	8	893
9374	as	392	30	8	894
9375	certain	392	31	8	895
9376	as	392	32	8	896
9377	it	392	33	8	897
9378	's	392	34	8	897
9379	possible	392	35	8	898
9380	to	392	36	8	899
9381	be	392	37	8	900
9382	without	392	38	8	901
9383	absolute	392	39	8	902
9384	proof	392	40	8	903
9385	,	392	41	8	903
9386	that	392	42	8	904
9387	no	392	43	8	905
9388	flying	392	44	8	906
9389	saucer	392	45	8	907
9390	or	392	46	8	908
9391	saucers	392	47	8	909
9392	crashed	392	48	8	910
9393	in	392	49	8	911
9394	the	392	50	8	912
9395	general	392	51	8	913
9396	vicinity	392	52	8	914
9397	of	392	53	8	915
9398	Roswell	392	54	8	916
9399	or	392	55	8	917
9400	on	392	56	8	918
9401	the	392	57	8	919
9402	Plains	392	58	8	920
9403	of	392	59	8	921
9404	San	392	60	8	922
9405	Agustin	392	61	8	923
9406	in	392	62	8	924
9407	nineteen	392	63	8	925
9408	forty-seven	392	64	8	926
9409	.	392	65	8	926
9410	'	392	66	8	926
9411	He	393	0	8	927
9412	then	393	1	8	928
9413	added	393	2	8	929
9414	,	393	3	8	929
9415	'	393	4	8	930
9416	The	393	5	8	930
9417	debris	393	6	8	931
9418	found	393	7	8	932
9419	was	393	8	8	933
9420	the	393	9	8	934
9421	remains	393	10	8	935
9422	of	393	11	8	936
9423	something	393	12	8	937
9424	very	393	13	8	938
9425	earthly	393	14	8	939
9426	,	393	15	8	939
9427	all	393	16	8	940
9428	but	393	17	8	941
9429	certainly	393	18	8	942
9430	something	393	19	8	943
9431	from	393	20	8	944
9432	the	393	21	8	945
9433	Top	393	22	8	946
9434	Secret	393	23	8	947
9435	Project	393	24	8	948
9436	Mogul	393	25	8	949
9437	.	393	26	8	949
9438	'	393	27	8	949
9439	Although	394	0	8	950
9440	most	394	1	8	951
9441	now	394	2	8	952
9442	agree	394	3	8	953
9443	with	394	4	8	954
9444	this	394	5	8	955
9445	conclusion	394	6	8	956
9446	,	394	7	8	956
9447	each	394	8	8	957
9448	year	394	9	8	958
9449	,	394	10	8	958
9450	during	394	11	8	959
9451	July	394	12	8	960
9452	Fourth	394	13	8	961
9453	weekend	394	14	8	962
9454	,	394	15	8	962
9455	the	394	16	8	963
9456	City	394	17	8	964
9457	of	394	18	8	965
9458	Roswell	394	19	8	966
9459	hosts	394	20	8	967
9460	the	394	21	8	968
9461	Roswell	394	22	8	969
9462	UFO	394	23	8	970
9463	Festival	394	24	8	971
9464	celebrating	394	25	8	972
9465	all	394	26	8	973
9466	things	394	27	8	974
9467	UFO	394	28	8	975
9468	,	394	29	8	975
9469	featuring	394	30	8	976
9470	prominent	394	31	8	977
9471	UFOlogists	394	32	8	978
9472	and	394	33	8	979
9473	discussions	394	34	8	980
9474	.	394	35	8	980
9475	Tulip	395	0	9	1
9476	mania	395	1	9	2
9477	was	395	2	9	3
9478	a	395	3	9	4
9479	period	395	4	9	5
9480	in	395	5	9	6
9481	the	395	6	9	7
9482	Dutch	395	7	9	8
9483	Golden	395	8	9	9
9484	Age	395	9	9	10
9485	during	395	10	9	11
9486	which	395	11	9	12
9487	contract	395	12	9	13
9488	prices	395	13	9	14
9489	for	395	14	9	15
9490	bulbs	395	15	9	16
9491	of	395	16	9	17
9492	the	395	17	9	18
9493	recently	395	18	9	19
9494	introduced	395	19	9	20
9495	tulip	395	20	9	21
9496	reached	395	21	9	22
9497	extraordinarily	395	22	9	23
9498	high	395	23	9	24
9499	levels	395	24	9	25
9500	and	395	25	9	26
9501	then	395	26	9	27
9502	suddenly	395	27	9	28
9503	collapsed	395	28	9	29
9504	.	395	29	9	29
9505	At	396	0	9	30
9506	the	396	1	9	31
9507	peak	396	2	9	32
9508	of	396	3	9	33
9509	tulip	396	4	9	34
9510	mania	396	5	9	35
9511	in	396	6	9	36
9512	February	396	7	9	37
9513	sixteen	396	8	9	38
9514	thirty-seven	396	9	9	39
9515	,	396	10	9	39
9516	tulip	396	11	9	40
9517	contracts	396	12	9	41
9518	sold	396	13	9	42
9519	for	396	14	9	43
9520	more	396	15	9	44
9521	than	396	16	9	45
9522	ten	396	17	9	46
9523	times	396	18	9	47
9524	the	396	19	9	48
9525	annual	396	20	9	49
9526	income	396	21	9	50
9527	of	396	22	9	51
9528	a	396	23	9	52
9529	skilled	396	24	9	53
9530	craftsman	396	25	9	54
9531	.	396	26	9	54
9532	It	397	0	9	55
9533	is	397	1	9	56
9534	generally	397	2	9	57
9535	considered	397	3	9	58
9536	the	397	4	9	59
9537	first	397	5	9	60
9538	recorded	397	6	9	61
9539	economic	397	7	9	62
9540	bubble	397	8	9	63
9541	.	397	9	9	63
9542	The	398	0	9	64
9543	tulip	398	1	9	65
9544	,	398	2	9	65
9545	introduced	398	3	9	66
9546	to	398	4	9	67
9547	Europe	398	5	9	68
9548	in	398	6	9	69
9549	the	398	7	9	70
9550	mid	398	8	9	71
9551	sixteenth	398	9	9	72
9552	century	398	10	9	73
9553	from	398	11	9	74
9554	the	398	12	9	75
9555	Ottoman	398	13	9	76
9556	Empire	398	14	9	77
9557	,	398	15	9	77
9558	became	398	16	9	78
9559	very	398	17	9	79
9560	popular	398	18	9	80
9561	in	398	19	9	81
9562	the	398	20	9	82
9563	United	398	21	9	83
9564	Provinces	398	22	9	84
9565	,	398	23	9	84
9566	which	398	24	9	85
9567	we	398	25	9	86
9568	now	398	26	9	87
9569	know	398	27	9	88
9570	as	398	28	9	89
9571	the	398	29	9	90
9572	Netherlands	398	30	9	91
9573	.	398	31	9	91
9574	Tulip	399	0	9	92
9575	cultivation	399	1	9	93
9576	in	399	2	9	94
9577	the	399	3	9	95
9578	United	399	4	9	96
9579	Provinces	399	5	9	97
9580	is	399	6	9	98
9581	generally	399	7	9	99
9582	thought	399	8	9	100
9583	to	399	9	9	101
9584	have	399	10	9	102
9585	started	399	11	9	103
9586	in	399	12	9	104
9587	earnest	399	13	9	105
9588	around	399	14	9	106
9589	fifteen	399	15	9	107
9590	ninety-three	399	16	9	108
9591	,	399	17	9	108
9592	after	399	18	9	109
9593	the	399	19	9	110
9594	Flemish	399	20	9	111
9595	botanist	399	21	9	112
9596	Charles	399	22	9	113
9597	de	399	23	9	114
9598	l'Ecluse	399	24	9	115
9599	had	399	25	9	116
9600	taken	399	26	9	117
9601	up	399	27	9	118
9602	a	399	28	9	119
9603	post	399	29	9	120
9604	at	399	30	9	121
9605	the	399	31	9	122
9606	University	399	32	9	123
9607	of	399	33	9	124
9608	Leiden	399	34	9	125
9609	and	399	35	9	126
9610	established	399	36	9	127
9611	a	399	37	9	128
9612	botanical	399	38	9	129
9613	garden	399	39	9	130
9614	,	399	40	9	130
9615	which	399	41	9	131
9616	is	399	42	9	132
9617	famous	399	43	9	133
9618	as	399	44	9	134
9619	one	399	45	9	135
9620	of	399	46	9	136
9621	the	399	47	9	137
9622	oldest	399	48	9	138
9623	in	399	49	9	139
9624	the	399	50	9	140
9625	world	399	51	9	141
9626	.	399	52	9	141
9627	There	400	0	9	142
9628	,	400	1	9	142
9629	he	400	2	9	143
9630	planted	400	3	9	144
9631	his	400	4	9	145
9632	collection	400	5	9	146
9633	of	400	6	9	147
9634	tulip	400	7	9	148
9635	bulbs	400	8	9	149
9636	that	400	9	9	150
9637	the	400	10	9	151
9638	Emperor	400	11	9	152
9639	's	400	12	9	152
9640	ambassador	400	13	9	153
9641	sent	400	14	9	154
9642	to	400	15	9	155
9643	him	400	16	9	156
9644	from	400	17	9	157
9645	Turkey	400	18	9	158
9646	,	400	19	9	158
9647	which	400	20	9	159
9648	were	400	21	9	160
9649	able	400	22	9	161
9650	to	400	23	9	162
9651	tolerate	400	24	9	163
9652	the	400	25	9	164
9653	harsher	400	26	9	165
9654	conditions	400	27	9	166
9655	of	400	28	9	167
9656	the	400	29	9	168
9657	northern	400	30	9	169
9658	climate	400	31	9	170
9659	.	400	32	9	170
9660	It	401	0	9	171
9661	was	401	1	9	172
9662	shortly	401	2	9	173
9663	thereafter	401	3	9	174
9664	that	401	4	9	175
9665	the	401	5	9	176
9666	tulips	401	6	9	177
9667	began	401	7	9	178
9668	to	401	8	9	179
9669	grow	401	9	9	180
9670	in	401	10	9	181
9671	popularity	401	11	9	182
9672	.	401	12	9	182
9673	The	402	0	9	183
9674	flower	402	1	9	184
9675	rapidly	402	2	9	185
9676	became	402	3	9	186
9677	a	402	4	9	187
9678	coveted	402	5	9	188
9679	luxury	402	6	9	189
9680	item	402	7	9	190
9681	and	402	8	9	191
9682	a	402	9	9	192
9683	status	402	10	9	193
9684	symbol	402	11	9	194
9685	,	402	12	9	194
9686	and	402	13	9	195
9687	a	402	14	9	196
9688	profusion	402	15	9	197
9689	of	402	16	9	198
9690	varieties	402	17	9	199
9691	followed	402	18	9	200
9692	.	402	19	9	200
9693	They	403	0	9	201
9694	were	403	1	9	202
9695	classified	403	2	9	203
9696	in	403	3	9	204
9697	groups	403	4	9	205
9698	:	403	5	9	205
9699	one-colored	403	6	9	206
9700	tulips	403	7	9	207
9701	of	403	8	9	208
9702	red	403	9	9	209
9703	,	403	10	9	209
9704	yellow	403	11	9	210
9705	,	403	12	9	210
9706	or	403	13	9	211
9707	white	403	14	9	212
9708	were	403	15	9	213
9709	known	403	16	9	214
9710	as	403	17	9	215
9711	Couleren	403	18	9	216
9712	,	403	19	9	216
9713	but	403	20	9	217
9714	it	403	21	9	218
9715	was	403	22	9	219
9716	the	403	23	9	220
9717	multicolored	403	24	9	221
9718	Rosen	403	25	9	222
9719	red	403	26	9	223
9720	or	403	27	9	224
9721	pink	403	28	9	225
9722	on	403	29	9	226
9723	white	403	30	9	227
9724	background	403	31	9	228
9725	,	403	32	9	228
9726	Violetten	403	33	9	229
9727	purple	403	34	9	230
9728	or	403	35	9	231
9729	lilac	403	36	9	232
9730	on	403	37	9	233
9731	white	403	38	9	234
9732	background	403	39	9	235
9733	,	403	40	9	235
9734	and	403	41	9	236
9735	,	403	42	9	236
9736	to	403	43	9	237
9737	a	403	44	9	238
9738	lesser	403	45	9	239
9739	extent	403	46	9	240
9740	,	403	47	9	240
9741	the	403	48	9	241
9742	Bizarden	403	49	9	242
9743	red	403	50	9	243
9744	,	403	51	9	243
9745	brown	403	52	9	244
9746	or	403	53	9	245
9747	purple	403	54	9	246
9748	on	403	55	9	247
9749	yellow	403	56	9	248
9750	background	403	57	9	249
